"","lon","lat","year","year90"
"1806",109.3844,24.3458,"2018",57.964322
"1807",109.41,24.3263,"2013",89.499984
"1808",109.41,24.3263,"2014",86.826536
"1809",109.41,24.3263,"2015",74.15305
"1810",109.41,24.3263,"2016",65.86732
"1811",109.41,24.3263,"2017",73.326526
"1812",109.41,24.3263,"2018",71.678598
"1813",109.413,36.6275,"2013",48.7245
"1814",109.413,36.6275,"2014",84.836756
"1815",109.413,36.6275,"2015",78.020384
"1816",109.413,36.6275,"2016",78.44385
"1817",109.413,36.6275,"2017",81.663294
"1818",109.413,36.6275,"2018",77.877528
"1819",109.42,24.2,"2013",65.71426
"1820",109.42,24.2,"2014",88.357136
"1821",109.42,24.2,"2015",68.41832
"1822",109.42,24.2,"2016",66.3265
"1823",109.42,24.2,"2017",72.316336
"1824",109.4305,34.505,"2013",28.03569
"1825",109.4305,34.505,"2014",68.19386
"1826",109.4305,34.505,"2015",66.653028
"1827",109.4305,34.505,"2016",90.20406
"1828",109.4305,34.505,"2017",98.224504
"1829",109.4305,34.505,"2018",85.908176
"1830",109.4382,24.3449,"2013",82.2224616
"1831",109.4382,24.3449,"2014",92.632612
"1832",109.4382,24.3449,"2015",75.744892
"1833",109.4382,24.3449,"2016",72.117355
"1834",109.4382,24.3449,"2017",70.68369
"1835",109.4382,24.3449,"2018",71.678598
"1836",109.4533,34.4958,"2013",30.45914
"1837",109.4533,34.4958,"2014",68.3673
"1838",109.4533,34.4958,"2015",80.285714
"1839",109.4533,34.4958,"2016",106.68385
"1840",109.4533,34.4958,"2017",95.918382
"1841",109.4533,34.4958,"2018",88.7755
"1842",109.4788,36.6,"2013",33.040852
"1843",109.4788,36.6,"2014",79.846928
"1844",109.4788,36.6,"2015",72.57143
"1845",109.4788,36.6,"2016",79.5918
"1846",109.4788,36.6,"2017",78.591808
"1847",109.4788,36.6,"2018",78.892826
"1848",109.4789,30.2783,"2015",59.132656
"1849",109.4789,30.2783,"2016",40.51018
"1850",109.4789,30.2783,"2017",66.63262
"1851",109.4789,30.2783,"2018",52.637734
"1852",109.4822,36.5766,"2013",37.734692
"1853",109.4822,36.5766,"2014",67.7311444
"1854",109.4822,36.5766,"2015",79.408128
"1855",109.4822,36.5766,"2016",75.22959
"1856",109.4822,36.5766,"2017",74.938776
"1857",109.4822,36.5766,"2018",71.821445
"1858",109.4911,24.318,"2014",86.632639
"1859",109.4911,24.318,"2015",74.13266
"1860",109.4911,24.318,"2016",64.36223
"1861",109.4911,24.318,"2017",70.785718
"1862",109.4911,24.318,"2018",67.326492
"1863",109.5002,34.5002,"2013",27.816304
"1864",109.5002,34.5002,"2014",67.44894
"1865",109.5002,34.5002,"2015",68.908182
"1866",109.5002,34.5002,"2016",88.7755
"1867",109.5002,34.5002,"2017",96.10206
"1868",109.5002,34.5002,"2018",94.724502
"1869",109.5025,30.2945,"2015",64.397944
"1870",109.5025,30.2945,"2016",61.53062
"1871",109.5025,30.2945,"2017",65.316304
"1872",109.5025,30.2945,"2018",55.617302
"1873",109.5059,18.2642,"2014",60.265312
"1874",109.5059,18.2642,"2015",57.561252
"1875",109.5059,18.2642,"2016",52.0408
"1876",109.5059,18.2642,"2017",56.816342
"1877",109.5059,18.2642,"2018",58.107178
"1878",109.5084,18.2486,"2014",60.173488
"1879",109.5084,18.2486,"2015",60.91838
"1880",109.5084,18.2486,"2016",55.561215
"1881",109.5084,18.2486,"2017",60.081652
"1882",109.5084,18.2486,"2018",56.081633
"1883",109.5135,36.6105,"2013",46.1768537
"1884",109.5135,36.6105,"2014",85.673472
"1885",109.5135,36.6105,"2015",74.051028
"1886",109.5135,36.6105,"2016",77.47447
"1887",109.5135,36.6105,"2017",80.27551
"1888",109.5135,36.6105,"2018",81.47964
"1889",109.5291,34.51,"2013",30.826554
"1890",109.5291,34.51,"2014",71.418396
"1891",109.5291,34.51,"2015",72.561226
"1892",109.5291,34.51,"2016",71.30105
"1893",109.5291,34.51,"2017",92.520368
"1894",109.5291,34.51,"2018",92.637742
"1895",109.5712,23.1443,"2015",69.06126
"1896",109.5712,23.1443,"2016",66.04589
"1897",109.5712,23.1443,"2017",72.510224
"1898",109.5712,23.1443,"2018",72.688794
"1899",109.5798,23.1107,"2015",67.918352
"1900",109.5798,23.1107,"2016",74.46429
"1901",109.5798,23.1107,"2017",71.295936
"1902",109.5798,23.1107,"2018",71.586741
"1903",109.608,23.0879,"2015",64.38774
"1904",109.608,23.0879,"2016",67.908155
"1905",109.608,23.0879,"2017",80.96941
"1906",109.6143,23.0641,"2015",72.122472
"1907",109.6143,23.0641,"2016",64.87243
"1908",109.6143,23.0641,"2017",79.499964
"1909",109.6143,23.0641,"2018",75.290814
"1910",109.698,28.2624,"2015",71.479608
"1911",109.698,28.2624,"2016",71.887765
"1912",109.698,28.2624,"2017",66.37752
"1913",109.698,28.2624,"2018",53.97956
"1914",109.7002,28.2639,"2015",63.438768
"1915",109.7002,28.2639,"2016",71.96431
"1916",109.7002,28.2639,"2017",64.23468
"1917",109.7002,28.2639,"2018",53.97956
"1918",109.7209,38.3253,"2015",76.948964
"1919",109.7209,38.3253,"2016",81.632685
"1920",109.7209,38.3253,"2017",86.07144
"1921",109.7209,38.3253,"2018",83.21432
"1922",109.7335,38.2844,"2015",74.857144
"1923",109.7335,38.2844,"2016",84.79594
"1924",109.7335,38.2844,"2017",84.38778
"1925",109.7335,38.2844,"2018",84.433689
"1926",109.7392,28.312,"2015",55.76526
"1927",109.7392,28.312,"2016",57.06634
"1928",109.7392,28.312,"2017",57.683712
"1929",109.7405,38.2496,"2015",83.87758
"1930",109.7405,38.2496,"2016",79.41323
"1931",109.7405,38.2496,"2017",90.10202
"1932",109.7405,38.2496,"2018",86.535722
"1933",109.7515,38.2917,"2015",70.979612
"1934",109.7515,38.2917,"2016",82.882675
"1935",109.7515,38.2917,"2017",89.326516
"1936",109.7515,38.2917,"2018",85.005122
"1937",109.782,39.599,"2013",47.897976
"1938",109.782,39.599,"2014",83.551052
"1939",109.782,39.599,"2015",86.04081
"1940",109.782,39.599,"2016",81.60716
"1941",109.782,39.599,"2017",84.275524
"1942",109.8133,40.5072,"2013",28.387728
"1943",109.8133,40.5072,"2014",66.979556
"1944",109.8133,40.5072,"2015",71.112264
"1945",109.8133,40.5072,"2016",78.0612
"1946",109.8133,40.5072,"2017",81.000022
"1947",109.8536,40.6819,"2013",28.158138
"1948",109.8536,40.6819,"2014",76.979576
"1949",109.8536,40.6819,"2015",80.744922
"1950",109.8536,40.6819,"2016",76.63264
"1951",109.8536,40.6819,"2017",82.061268
"1952",109.8536,40.6819,"2018",81.683711
"1953",109.8764,40.6323,"2013",38.765296
"1954",109.8764,40.6323,"2014",84.081648
"1955",109.8764,40.6323,"2015",84.306136
"1956",109.8764,40.6323,"2016",81.760235
"1957",109.8764,40.6323,"2017",79.050988
"1958",109.8764,40.6323,"2018",85.954094
"1959",109.8811,40.6561,"2013",26.40305
"1960",109.8811,40.6561,"2014",79.326496
"1961",109.8811,40.6561,"2015",81.71432
"1962",109.8811,40.6561,"2016",79.668365
"1963",109.8811,40.6561,"2017",88.581624
"1964",109.8811,40.6561,"2018",82.275531
"1965",109.9332,33.8722,"2015",76.22448
"1966",109.9332,33.8722,"2016",78.46936
"1967",109.9332,33.8722,"2017",67.377512
"1968",109.9332,33.8722,"2018",67.892835
"1969",109.9426,33.6263,"2015",71.9388
"1970",109.9426,33.6263,"2016",73.67348
"1971",109.9426,33.6263,"2017",76.193868
"1972",109.9465,33.8661,"2017",46.27554
"1973",109.9465,33.8661,"2018",75.326528
"1974",109.9499,27.5413,"2015",67.102046
"1975",109.9499,27.5413,"2016",64.15815
"1976",109.9499,27.5413,"2017",66.591804
"1977",109.9499,27.5413,"2018",68.811244
"1978",109.9567,39.8227,"2013",45.871742
"1979",109.9567,39.8227,"2014",88.5204
"1980",109.9567,39.8227,"2015",80.326558
"1981",109.9567,39.8227,"2016",79.00507
"1982",109.9567,39.8227,"2017",86.857148
"1983",109.9567,39.8227,"2018",83.52044
"1984",109.9644,27.5693,"2015",64.43876
"1985",109.9644,27.5693,"2016",65.66324
"1986",109.9644,27.5693,"2017",66.642824
"1987",109.9644,27.5693,"2018",66.70915
"1988",109.9664,39.8365,"2013",45.724521
"1989",109.9664,39.8365,"2014",84.54084
"1990",109.9664,39.8365,"2015",81.275542
"1991",109.9664,39.8365,"2016",75.5102
"1992",109.9664,39.8365,"2017",75.897952
"1993",109.9664,39.8365,"2018",83.52044
"1994",109.9778,39.795,"2013",41.8367
"1995",109.9778,39.795,"2014",78.908132
"1996",109.9778,39.795,"2015",83.72452
"1997",109.9778,39.795,"2016",79.03058
"1998",109.9778,39.795,"2017",82.949016
"1999",109.9778,39.795,"2018",85.2041
"2000",109.982,39.7886,"2013",46.112273
"2001",109.982,39.7886,"2014",80.459182
"2002",109.982,39.7886,"2015",85.346956
"2003",109.982,39.7886,"2016",83.647975
"2004",109.982,39.7886,"2017",86.795924
"2005",109.9841,27.5311,"2015",65.673444
"2006",109.9841,27.5311,"2016",64.84692
"2007",109.9841,27.5311,"2017",64.23468
"2008",109.9841,27.5311,"2018",69.61736
"2009",109.9963,40.585,"2013",29.74486
"2010",109.9963,40.585,"2014",78.346912
"2011",109.9963,40.585,"2015",82.80616
"2012",109.9963,40.585,"2016",72.09186
"2013",109.9963,40.585,"2017",85.142876
"2014",109.9963,40.585,"2018",80.091796
"2015",110.0286,21.4689,"2013",95.891549
"2016",110.0286,21.4689,"2014",81.142878
"2017",110.0286,21.4689,"2015",92.244902
"2018",110.0286,21.4689,"2016",75.10204
"2019",110.0286,21.4689,"2017",80.316326
"2020",110.0371,27.5788,"2015",61.081644
"2021",110.0371,27.5788,"2016",63.08673
"2022",110.0371,27.5788,"2017",62.5
"2023",110.045,40.5566,"2013",33.4954514
"2024",110.045,40.5566,"2014",86.561232
"2025",110.045,40.5566,"2015",85.530628
"2026",110.045,40.5566,"2016",83.44391
"2027",110.045,40.5566,"2017",84.48982
"2028",110.045,40.5566,"2018",83.275544
"2029",110.0469,27.5774,"2015",73.9796
"2030",110.0469,27.5774,"2016",67.88261
"2031",110.0469,27.5774,"2017",68.3673
"2032",110.1128,22.7076,"2015",83.020444
"2033",110.1128,22.7076,"2016",66.22446
"2034",110.1128,22.7076,"2017",71.2041
"2035",110.1128,22.7076,"2018",71.459182
"2036",110.1472,22.6126,"2015",74.734696
"2037",110.1472,22.6126,"2016",62.5
"2038",110.1472,22.6126,"2017",73.122464
"2039",110.1472,22.6126,"2018",75.836728
"2040",110.1982,22.6503,"2015",64.908144
"2041",110.1982,22.6503,"2016",66.70915
"2042",110.1982,22.6503,"2017",71.602056
"2043",110.1982,22.6503,"2018",68.596939
"2044",110.2819,25.2697,"2014",80.244856
"2045",110.2819,25.2697,"2015",78.0612
"2046",110.2819,25.2697,"2016",72.346945
"2047",110.2819,25.2697,"2017",71.367376
"2048",110.2819,25.2697,"2018",69.852082
"2049",110.283,20.0052,"2013",56.530648
"2050",110.283,20.0052,"2014",53.030588
"2051",110.283,20.0052,"2015",55.132612
"2052",110.283,20.0052,"2016",50.94387
"2053",110.283,20.0052,"2017",65.183652
"2054",110.2869,25.2177,"2014",71.948992
"2055",110.2869,25.2177,"2015",70.122458
"2056",110.2869,25.2177,"2016",70.280635
"2057",110.2869,25.2177,"2017",74.255108
"2058",110.2869,25.2177,"2018",70.61228
"2059",110.3088,25.2708,"2014",81.571458
"2060",110.3088,25.2708,"2015",77.275492
"2061",110.3088,25.2708,"2016",77.47447
"2062",110.3088,25.2708,"2017",77.520388
"2063",110.3088,25.2708,"2018",72.607162
"2064",110.3232,20.0574,"2013",64.5101880000001
"2065",110.3232,20.0574,"2014",62.408164
"2066",110.3232,20.0574,"2015",68.571422
"2067",110.3232,20.0574,"2016",67.55098
"2068",110.3232,20.0574,"2017",76.0204000000001
"2069",110.3232,20.0574,"2018",65.53569
"2070",110.33,20.0356,"2013",52.938752
"2071",110.33,20.0356,"2014",61.4268276
"2072",110.33,20.0356,"2015",54.418332
"2073",110.33,20.0356,"2016",58.214305
"2074",110.33,20.0356,"2017",63.36734
"2075",110.33,20.0356,"2018",60.081652
"2076",110.3313,21.2677,"2013",89.74281
"2077",110.3313,21.2677,"2014",68.8775
"2078",110.3313,21.2677,"2015",78.0612
"2079",110.3313,21.2677,"2016",78.72446
"2080",110.3313,21.2677,"2017",84.632676
"2081",110.3313,21.2677,"2018",81.460011
"2082",110.338,19.9969,"2013",51.255092
"2083",110.338,19.9969,"2014",46.724516
"2084",110.338,19.9969,"2015",58.602054
"2085",110.338,19.9969,"2016",63.36734
"2086",110.338,19.9969,"2017",67.561184
"2087",110.338,19.9969,"2018",57.673499
"2088",110.3619,21.2705,"2013",23.580485
"2089",110.3619,21.2705,"2014",75.897952
"2090",110.3619,21.2705,"2015",77.90814
"2091",110.3619,21.2705,"2016",69.69389
"2092",110.3619,21.2705,"2017",77.673448
"2093",110.3619,21.2705,"2018",80.760207
"2094",110.3927,21.2227,"2013",86.474059
"2095",110.3927,21.2227,"2014",81.00004
"2096",110.3927,21.2227,"2015",83.58
"2097",110.3927,21.2227,"2016",69.82144
"2098",110.3927,21.2227,"2017",83.4645
"2099",110.3927,21.2227,"2018",83.132658
"2100",110.4019,21.1997,"2013",52.712667
"2101",110.4019,21.1997,"2014",76.714272
"2102",110.4019,21.1997,"2015",81.32655
"2103",110.4019,21.1997,"2016",78.36732
"2104",110.4019,21.1997,"2017",83.010228
"2105",110.4019,21.1997,"2018",82.887783
"2106",110.4111,21.2027,"2013",69.301281
"2107",110.4111,21.2027,"2014",75.438772
"2108",110.4111,21.2027,"2015",87.108982
"2109",110.4111,21.2027,"2016",82.39797
"2110",110.4111,21.2027,"2017",83.540824
"2111",110.4111,21.2027,"2018",79.826492
"2112",110.4166,29.3,"2014",80.316284
"2113",110.4166,29.3,"2015",75.295916
"2114",110.4166,29.3,"2016",75.86734
"2115",110.4166,29.3,"2017",78.346912
"2116",110.4166,29.3,"2018",71.969391
"2117",110.419,25.3045,"2014",74.734712
"2118",110.419,25.3045,"2015",63.836724
"2119",110.419,25.3045,"2016",68.64791
"2120",110.419,25.3045,"2017",74.704084
"2121",110.419,25.3045,"2018",70.301049
"2122",110.45,21.25,"2013",90.922223
"2123",110.45,21.25,"2014",83.204116
"2124",110.45,21.25,"2015",78.745288
"2125",110.45,21.25,"2016",75.7653
"2126",110.45,21.25,"2017",81.24493
"2127",110.45,21.25,"2018",80.571433
"2128",110.4669,29.1291,"2014",67.65302
"2129",110.4669,29.1291,"2015",70.887788
"2130",110.4669,29.1291,"2016",65.43365
"2131",110.4669,29.1291,"2017",71.25512
"2132",110.4669,29.1291,"2018",69.066344
"2133",110.5369,29.1208,"2013",56.1224
"2134",110.5369,29.1208,"2014",76.1133824
"2135",110.5369,29.1208,"2015",65.550996
"2136",110.5369,29.1208,"2016",60.76532
"2137",110.5369,29.1208,"2017",77.44896
"2138",110.5369,29.1208,"2018",70.627577
"2139",110.5446,29.3497,"2014",63.081628
"2140",110.5446,29.3497,"2015",68.244852
"2141",110.5446,29.3497,"2016",75.40816
"2142",110.5446,29.3497,"2017",68.489748
"2143",110.5446,29.3497,"2018",65.428548
"2144",110.576,19.9507,"2013",60.40818
"2145",110.576,19.9507,"2014",54.816288
"2146",110.576,19.9507,"2015",61.285724
"2147",110.576,19.9507,"2016",62.44898
"2148",110.576,19.9507,"2017",59.581656
"2149",110.7855,32.6485,"2015",54.28568
"2150",110.7855,32.6485,"2016",47.32145
"2151",110.7855,32.6485,"2017",75.448976
"2152",110.7855,32.6485,"2018",72.387776
"2153",110.7994,32.6732,"2015",70.15307
"2154",110.7994,32.6732,"2016",71.14796
"2155",110.7994,32.6732,"2017",72.081656
"2156",110.7994,32.6732,"2018",72.387776
"2157",110.8666,21.6933,"2013",90.727539
"2158",110.8666,21.6933,"2014",65.908136
"2159",110.8666,21.6933,"2015",64.969368
"2160",110.8666,21.6933,"2016",67.01937
"2161",110.8666,21.6933,"2017",68.683694
"2162",110.8666,21.6933,"2018",69.780633
"2163",110.8879,32.5684,"2015",72.683674
"2164",110.8879,32.5684,"2016",78.8265
"2165",110.8879,32.5684,"2017",77.20408
"2166",110.8879,32.5684,"2018",83.795927
"2167",110.905,21.665,"2013",90.9196708
"2168",110.905,21.665,"2014",65.418368
"2169",110.905,21.665,"2015",71.509796
"2170",110.905,21.665,"2016",64.13264
"2171",110.905,21.665,"2017",81.1225
"2172",110.905,21.665,"2018",75.775504
"2173",110.9333,21.6516,"2013",82.97247
"2174",110.9333,21.6516,"2014",84.622472
"2175",110.9333,21.6516,"2015",78.607744
"2176",110.9333,21.6516,"2016",66.478555
"2177",110.9333,21.6516,"2017",69.653074
"2178",110.9333,21.6516,"2018",70.923502
"2179",110.965,32.5378,"2015",50.234692
"2180",110.965,32.5378,"2016",78.673475
"2181",110.965,32.5378,"2017",68.21424
"2182",110.9688,35.0342,"2015",95.214338
"2183",110.9688,35.0342,"2016",60.76532
"2184",110.9688,35.0342,"2017",107.82628
"2185",110.9688,35.0342,"2018",100.622164
"2186",111.0208,35.0302,"2015",81.83678
"2187",111.0208,35.0302,"2018",96.015338
"2188",111.0236,35.0513,"2015",75.193876
"2189",111.0236,35.0513,"2016",61.35205
"2190",111.0236,35.0513,"2017",105.91824
"2191",111.0236,35.0513,"2018",100.081492
"2192",111.0291,35.0381,"2015",79.122416
"2193",111.0291,35.0381,"2016",64.2857
"2194",111.0291,35.0381,"2017",109.091744
"2195",111.0291,35.0381,"2018",100.081492
"2196",111.0415,35.1075,"2015",78.602012
"2197",111.0415,35.1075,"2016",56.862275
"2198",111.0415,35.1075,"2017",103.60202
"2199",111.0415,35.1075,"2018",102.89282
"2200",111.0515,35.043,"2016",41.32657
"2201",111.0515,35.043,"2017",108.39786
"2202",111.0515,35.043,"2018",101.194064
"2203",111.1046,37.5082,"2016",32.19389
"2204",111.1046,37.5082,"2017",82.734714
"2205",111.1046,37.5082,"2018",86.214296
"2206",111.1349,37.5338,"2015",50.5587132
"2207",111.1349,37.5338,"2016",50.45918
"2208",111.1349,37.5338,"2017",72.663284
"2209",111.1349,37.5338,"2018",90.071408
"2210",111.1371,37.5158,"2015",35.7143
"2211",111.1371,37.5158,"2018",90.071408
"2212",111.1467,37.5224,"2015",77.285696
"2213",111.1467,37.5224,"2016",69.43879
"2214",111.1467,37.5224,"2017",84.204108
"2215",111.1467,37.5224,"2018",90.071408
"2216",111.1488,34.7997,"2014",94.1647864
"2217",111.1488,34.7997,"2015",77.95916
"2218",111.1488,34.7997,"2016",90.214264
"2219",111.1488,34.7997,"2017",100.2142
"2220",111.1488,34.7997,"2018",97.270421
"2221",111.1858,34.7916,"2014",93.244852
"2222",111.1858,34.7916,"2015",91.051008
"2223",111.1858,34.7916,"2016",86.377545
"2224",111.1858,34.7916,"2017",53.423505
"2225",111.1858,34.7916,"2018",89.295904
"2226",111.19,34.7822,"2017",100.204066
"2227",111.19,34.7822,"2018",89.295904
"2228",111.1927,34.7772,"2014",96.112258
"2229",111.1927,34.7772,"2015",92.173432
"2230",111.1927,34.7772,"2016",89.89794
"2231",111.1927,34.7772,"2017",92.806122
"2232",111.1927,34.7772,"2018",92.90812
"2233",111.1983,34.8013,"2014",79.377516
"2234",111.1983,34.8013,"2015",59.061234
"2235",111.1983,34.8013,"2016",84.1837
"2236",111.1983,34.8013,"2017",94.704112
"2237",111.1983,34.8013,"2018",89.295904
"2238",111.2404,23.4068,"2015",58.09186
"2239",111.2404,23.4068,"2016",63.571405
"2240",111.2404,23.4068,"2017",58.775528
"2241",111.2404,23.4068,"2018",55.494854
"2242",111.254,23.4748,"2015",83.234698
"2243",111.254,23.4748,"2016",58.80105
"2244",111.254,23.4748,"2017",64.561208
"2245",111.2681,30.6934,"2014",70.346958
"2246",111.2681,30.6934,"2015",76.142848
"2247",111.2681,30.6934,"2016",64.56631
"2248",111.2681,30.6934,"2017",76.37754
"2249",111.2681,30.6934,"2018",78.326504
"2250",111.296,23.4771,"2015",70.15307
"2251",111.296,23.4771,"2016",64.77039
"2252",111.296,23.4771,"2017",74.877552
"2253",111.296,23.4771,"2018",67.050984
"2254",111.3008,30.698,"2014",71.7346800000002
"2255",111.3008,30.698,"2015",80.510248
"2256",111.3008,30.698,"2016",75.994875
"2257",111.3008,30.698,"2017",72.540836
"2258",111.3008,30.698,"2018",74.801022
"2259",111.3032,30.6957,"2014",53.867316
"2260",111.3032,30.6957,"2015",77.571408
"2261",111.3032,30.6957,"2016",64.38774
"2262",111.3032,30.6957,"2017",75.295916
"2263",111.3032,30.6957,"2018",74.801022
"2264",111.3228,23.4723,"2015",64.02042
"2265",111.3228,23.4723,"2016",60.63777
"2266",111.3228,23.4723,"2017",70.346976
"2267",111.3228,23.4723,"2018",68.510156
"2268",111.33,30.773,"2014",54.683678
"2269",111.33,30.773,"2015",36.58164
"2270",111.33,30.773,"2016",67.627545
"2271",111.33,30.773,"2017",77.785692
"2272",111.33,30.773,"2018",76.70917
"2273",111.355,30.6463,"2014",68.846958
"2274",111.355,30.6463,"2015",74.275516
"2275",111.355,30.6463,"2016",76.98978
"2276",111.355,30.6463,"2017",75.622444
"2277",111.355,30.6463,"2018",76.98978
"2278",111.4379,27.259,"2015",66.448948
"2279",111.4379,27.259,"2016",76.93876
"2280",111.4379,27.259,"2017",74.2347
"2281",111.4379,27.259,"2018",69.23471
"2282",111.4529,27.2452,"2015",67.204044
"2283",111.4529,27.2452,"2016",75.7653
"2284",111.4529,27.2452,"2017",73.173484
"2285",111.4529,27.2452,"2018",69.23471
"2286",111.4555,27.2318,"2015",74.571432
"2287",111.4555,27.2318,"2016",72.34696
"2288",111.4555,27.2318,"2017",78.26528
"2289",111.4555,27.2318,"2018",72.994893
"2290",111.4775,27.2288,"2015",73.357156
"2291",111.4775,27.2288,"2016",71.454095
"2292",111.4775,27.2288,"2017",71.908188
"2293",111.4775,27.2288,"2018",72.994893
"2294",111.4916,36.0416,"2013",33.757585
"2295",111.4916,36.0416,"2014",55.265264
"2296",111.4916,36.0416,"2015",68.887774
"2297",111.4916,36.0416,"2016",65.12753
"2298",111.4916,36.0416,"2017",112.00014
"2299",111.4916,36.0416,"2018",98.804514
"2300",111.5025,36.0875,"2013",37.8486899
"2301",111.5025,36.0875,"2014",63.183656
"2302",111.5025,36.0875,"2015",57.612272
"2303",111.5025,36.0875,"2016",72.1939
"2304",111.5025,36.0875,"2017",118.24472
"2305",111.5025,36.0875,"2018",112.94382
"2306",111.5027,36.0713,"2013",28.882622
"2307",111.5027,36.0713,"2014",65.744872
"2308",111.5027,36.0713,"2015",60.7143
"2309",111.5027,36.0713,"2016",72.321435
"2310",111.5027,36.0713,"2017",120.33666
"2311",111.5027,36.0713,"2018",114.7399
"2312",111.505,36.1013,"2017",124.32122
"2313",111.505,36.1013,"2018",82.2366922
"2314",111.5125,36.0977,"2013",23.3658387
"2315",111.5125,36.0977,"2014",43.051004
"2316",111.5125,36.0977,"2015",52.163248
"2317",111.5125,36.0977,"2016",77.306104
"2318",111.5125,36.0977,"2018",82.2366922
"2319",111.5169,36.0822,"2013",25.5663812
"2320",111.5169,36.0822,"2014",69.94899
"2321",111.5169,36.0822,"2015",62.336736
"2322",111.5169,36.0822,"2016",71.73469
"2323",111.5169,36.0822,"2017",122.27578
"2324",111.5169,36.0822,"2018",113.49506
"2325",111.5245,27.2862,"2015",73.234708
"2326",111.5245,27.2862,"2016",77.27039
"2327",111.5245,27.2862,"2017",78.11222
"2328",111.5245,27.2862,"2018",69.918378
"2329",111.5372,24.412,"2015",62.030616
"2330",111.5372,24.412,"2016",55.89281
"2331",111.5372,24.412,"2017",68.683694
"2332",111.5372,24.412,"2018",64.596922
"2333",111.551,40.7866,"2013",47.897976
"2334",111.551,40.7866,"2014",43.367342
"2335",111.551,40.7866,"2015",88.193872
"2336",111.551,40.7866,"2016",81.32655
"2337",111.551,40.7866,"2017",80.58163
"2338",111.551,40.7866,"2018",83.045954
"2339",111.553,36.0783,"2013",32.60208
"2340",111.553,36.0783,"2014",44.061242
"2341",111.553,36.0783,"2015",93.591858
"2342",111.553,36.0783,"2016",93.62247
"2343",111.553,36.0783,"2017",114.01048
"2344",111.553,36.0783,"2018",114.63259
"2345",111.5667,24.4035,"2015",48.857152
"2346",111.5667,24.4035,"2016",60.10206
"2347",111.5667,24.4035,"2017",76.5306
"2348",111.5667,24.4035,"2018",72.545929
"2349",111.6038,26.4329,"2015",66.826496
"2350",111.6038,26.4329,"2016",70.816345
"2351",111.6038,26.4329,"2017",74.581636
"2352",111.6038,26.4329,"2018",71.244928
"2353",111.6041,26.4485,"2015",69.775534
"2354",111.6041,26.4485,"2016",73.622445
"2355",111.6041,26.4485,"2017",71.418396
"2356",111.6041,26.4485,"2018",73.9796
"2357",111.608,40.8144,"2013",67.5295754
"2358",111.608,40.8144,"2014",34.1837
"2359",111.608,40.8144,"2015",59.295926
"2360",111.608,40.8144,"2016",69.2092
"2361",111.608,40.8144,"2017",91.540784
"2362",111.615,26.4203,"2015",74.520412
"2363",111.615,26.4203,"2016",72.85716
"2364",111.615,26.4203,"2017",72.000024
"2365",111.615,26.4203,"2018",74.127558
"2366",111.6287,26.2023,"2015",71.07146
"2367",111.6287,26.2023,"2016",76.63264
"2368",111.6287,26.2023,"2017",76.795904
"2369",111.6287,26.2023,"2018",76.520396
"2370",111.6288,26.23,"2015",60.56124
"2371",111.6288,26.23,"2016",53.59691
"2372",111.6288,26.23,"2017",59.54084
"2373",111.6288,26.23,"2018",66.270378
"2374",111.651,40.7579,"2013",62.5991116
"2375",111.651,40.7579,"2014",65.704056
"2376",111.651,40.7579,"2015",71.306152
"2377",111.651,40.7579,"2016",76.70917
"2378",111.651,40.7579,"2017",94.255118
"2379",111.658,40.8033,"2013",41.918332
"2380",111.658,40.8033,"2014",89.071416
"2381",111.658,40.8033,"2015",74.255108
"2382",111.658,40.8033,"2016",80.30615
"2383",111.658,40.8033,"2017",87.7551
"2384",111.659,40.8452,"2013",65.010184
"2385",111.659,40.8452,"2014",78.16324
"2386",111.659,40.8452,"2015",99.2347
"2387",111.659,40.8452,"2016",94.87246
"2388",111.659,40.8452,"2017",90.683648
"2389",111.661,29.0401,"2017",48.11223
"2390",111.661,29.0401,"2018",79.627514
"2391",111.668,29.0411,"2014",44.561238
"2392",111.668,29.0411,"2015",64.928552
"2393",111.668,29.0411,"2016",65.71426
"2394",111.668,29.0411,"2017",71.382682
"2395",111.6862,29.0173,"2014",48.948988
"2396",111.6862,29.0173,"2015",75.295916
"2397",111.6862,29.0173,"2016",70.994915
"2398",111.6862,29.0173,"2017",82.025533
"2399",111.6862,29.0173,"2018",78.173444
"2400",111.6916,29.0055,"2017",50.10204
"2401",111.6916,29.0055,"2018",77.367328
"2402",111.696,40.7948,"2013",49.959184
"2403",111.696,40.7948,"2014",80.132654
"2404",111.696,40.7948,"2015",90.581608
"2405",111.696,40.7948,"2016",78.44385
"2406",111.696,40.7948,"2017",90.877524
"2407",111.696,40.7948,"2018",82.724507
"2408",111.7015,28.9703,"2014",67.642816
"2409",111.7015,28.9703,"2015",80.316284
"2410",111.7015,28.9703,"2016",71.88778
"2411",111.7015,28.9703,"2017",79.887758
"2412",111.7015,28.9703,"2018",78.882622
"2413",111.7026,29.0245,"2017",49.2347
"2414",111.7026,29.0245,"2018",77.367328
"2415",111.7045,29.0246,"2014",63.989784
"2416",111.7045,29.0246,"2015",82.724498
"2417",111.7045,29.0246,"2016",81.071465
"2418",111.7045,29.0246,"2017",85.173488
"2419",111.7045,29.0246,"2018",77.367328
"2420",111.717,40.7612,"2013",64.64284
"2421",111.717,40.7612,"2014",69.74491
"2422",111.717,40.7612,"2015",76.285704
